,algorithm,run_id,age,Count,Selection_rate,Accuracy,TPR,TNR,FPR,FNR
210,Massaging,8,aged,262,0.20229007633587787,0.4541984732824427,0.265625,0.9714285714285714,0.02857142857142857,0.734375
211,Massaging,8,young,38,0.10526315789473684,0.5789473684210527,0.16666666666666666,0.95,0.05,0.8333333333333334
236,Massaging,9,aged,254,0.65748031496063,0.7007874015748031,0.7570621468926554,0.5714285714285714,0.42857142857142855,0.24293785310734464
237,Massaging,9,young,46,0.8260869565217391,0.7608695652173914,0.9090909090909091,0.38461538461538464,0.6153846153846154,0.09090909090909091
4,Pref. Sampling,0,aged,250,0.18,0.404,0.2111111111111111,0.9,0.1,0.7888888888888889
5,Pref. Sampling,0,young,50,0.18,0.46,0.2,0.85,0.15,0.8
30,Pref. Sampling,1,aged,250,0.136,0.392,0.16853932584269662,0.9444444444444444,0.05555555555555555,0.8314606741573034
31,Pref. Sampling,1,young,50,0.24,0.48,0.28125,0.8333333333333334,0.16666666666666666,0.71875
56,Pref. Sampling,2,aged,248,0.12903225806451613,0.39919354838709675,0.17318435754189945,0.9855072463768116,0.014492753623188406,0.8268156424581006
57,Pref. Sampling,2,young,52,0.15384615384615385,0.5576923076923077,0.25806451612903225,1.0,0.0,0.7419354838709677
82,Pref. Sampling,3,aged,247,0.1862348178137652,0.4008097165991903,0.21348314606741572,0.8840579710144928,0.11594202898550725,0.7865168539325843
83,Pref. Sampling,3,young,53,0.16981132075471697,0.5283018867924528,0.25,0.9523809523809523,0.047619047619047616,0.75
108,Pref. Sampling,4,aged,254,0.21653543307086615,0.421259842519685,0.25,0.8714285714285714,0.12857142857142856,0.75
109,Pref. Sampling,4,young,46,0.2391304347826087,0.5869565217391305,0.34615384615384615,0.9,0.1,0.6538461538461539
134,Pref. Sampling,5,aged,259,0.15057915057915058,0.3861003861003861,0.17032967032967034,0.8961038961038961,0.1038961038961039,0.8296703296703297
135,Pref. Sampling,5,young,41,0.12195121951219512,0.43902439024390244,0.17857142857142858,1.0,0.0,0.8214285714285714
160,Pref. Sampling,6,aged,258,0.2131782945736434,0.4263565891472868,0.25133689839572193,0.8873239436619719,0.11267605633802817,0.7486631016042781
161,Pref. Sampling,6,young,42,0.11904761904761904,0.5238095238095238,0.17391304347826086,0.9473684210526315,0.05263157894736842,0.8260869565217391
186,Pref. Sampling,7,aged,250,0.06,0.304,0.06077348066298342,0.9420289855072463,0.057971014492753624,0.9392265193370166
187,Pref. Sampling,7,young,50,0.04,0.46,0.06896551724137931,1.0,0.0,0.9310344827586207
212,Pref. Sampling,8,aged,262,0.1183206106870229,0.38549618320610685,0.16145833333333334,1.0,0.0,0.8385416666666666
213,Pref. Sampling,8,young,38,0.13157894736842105,0.6052631578947368,0.2222222222222222,0.95,0.05,0.7777777777777778
238,Pref. Sampling,9,aged,254,0.18503937007874016,0.44881889763779526,0.23728813559322035,0.935064935064935,0.06493506493506493,0.7627118644067796
239,Pref. Sampling,9,young,46,0.2608695652173913,0.5,0.3333333333333333,0.9230769230769231,0.07692307692307693,0.6666666666666666
6,Reweighing,0,aged,250,0.572,0.692,0.6833333333333333,0.7142857142857143,0.2857142857142857,0.31666666666666665
7,Reweighing,0,young,50,0.58,0.58,0.6333333333333333,0.5,0.5,0.36666666666666664
32,Reweighing,1,aged,250,0.132,0.388,0.16292134831460675,0.9444444444444444,0.05555555555555555,0.8370786516853933
33,Reweighing,1,young,50,0.12,0.4,0.125,0.8888888888888888,0.1111111111111111,0.875
58,Reweighing,2,aged,248,0.6370967741935484,0.7620967741935484,0.776536312849162,0.7246376811594203,0.2753623188405797,0.22346368715083798
