,algorithm,run_id,sex,Count,Selection_rate,Accuracy,TPR,TNR,FPR,FNR
65,Grid Search DP,2,Male,6537,0.16781398194890623,0.7039926571821936,0.2896586345381526,0.8855885588558856,0.11441144114411442,0.7103413654618473
90,Grid Search DP,3,Female,3232,0.3094059405940594,0.6714108910891089,0.41040462427745666,0.7027027027027027,0.2972972972972973,0.5895953757225434
91,Grid Search DP,3,Male,6537,0.16781398194890623,0.7039926571821936,0.2896586345381526,0.8855885588558856,0.11441144114411442,0.7103413654618473
116,Grid Search DP,4,Female,3232,0.3094059405940594,0.6714108910891089,0.41040462427745666,0.7027027027027027,0.2972972972972973,0.5895953757225434
117,Grid Search DP,4,Male,6537,0.16781398194890623,0.7039926571821936,0.2896586345381526,0.8855885588558856,0.11441144114411442,0.7103413654618473
142,Grid Search DP,5,Female,3232,0.3094059405940594,0.6714108910891089,0.41040462427745666,0.7027027027027027,0.2972972972972973,0.5895953757225434
143,Grid Search DP,5,Male,6537,0.16781398194890623,0.7039926571821936,0.2896586345381526,0.8855885588558856,0.11441144114411442,0.7103413654618473
168,Grid Search DP,6,Female,3232,0.3094059405940594,0.6714108910891089,0.41040462427745666,0.7027027027027027,0.2972972972972973,0.5895953757225434
169,Grid Search DP,6,Male,6537,0.16781398194890623,0.7039926571821936,0.2896586345381526,0.8855885588558856,0.11441144114411442,0.7103413654618473
194,Grid Search DP,7,Female,3232,0.3094059405940594,0.6714108910891089,0.41040462427745666,0.7027027027027027,0.2972972972972973,0.5895953757225434
195,Grid Search DP,7,Male,6537,0.16781398194890623,0.7039926571821936,0.2896586345381526,0.8855885588558856,0.11441144114411442,0.7103413654618473
220,Grid Search DP,8,Female,3232,0.3094059405940594,0.6714108910891089,0.41040462427745666,0.7027027027027027,0.2972972972972973,0.5895953757225434
221,Grid Search DP,8,Male,6537,0.16781398194890623,0.7039926571821936,0.2896586345381526,0.8855885588558856,0.11441144114411442,0.7103413654618473
246,Grid Search DP,9,Female,3232,0.3094059405940594,0.6714108910891089,0.41040462427745666,0.7027027027027027,0.2972972972972973,0.5895953757225434
247,Grid Search DP,9,Male,6537,0.16781398194890623,0.7039926571821936,0.2896586345381526,0.8855885588558856,0.11441144114411442,0.7103413654618473
14,Grid Search EO,0,Female,3232,0.0655940594059406,0.8582920792079208,0.14450867052023122,0.9438669438669439,0.056133056133056136,0.8554913294797688
15,Grid Search EO,0,Male,6537,0.12452195196573351,0.7188312681658253,0.2429718875502008,0.9273927392739274,0.07260726072607261,0.7570281124497992
